1label,1real,1a,1b,1c,1d,2label,2real,2a,2b,2c,2d,3label,3real,3a,3b,3c,3d,4label,4real,4a,4b,4c,4d,5label,5real,5a,5b,5c,5d
Americans,1,Native Americans in the United States,Lisa Bonet,Ava Gardner,Dorothy Vaughan,mystery film,1,Jason Bourne,Knives Out,Memento,Murder on the Orient Express,mathematician,1,Werner Heisenberg,Max Born,Mikhail Vassilyevich Lomonosov,Ted Kaczynski,actor,0,Vitaly Kaloyev,Alexander Portretov,Talulah Riley,Operation Transparency,Turks,1,Turks in Germany,Kemal Kılıçdaroğlu,2016 Turkish coup d'état attempt,Turkish diaspora
African Americans,0,Kamala Harris,Professional Sports,Maria Researcher,Klara Geywitz,economist,1,Jens Stoltenberg,Sergey Shoygu,Leonid Kravchuk,Oleksandr Turchynov,horror literature,1,Roald Dahl,Stephen King,Max Brooks,Gothic literature,crime film,1,Death on the Nile,Glass Onion: A Knives Out Mystery,Brother 2,Red Dragon,guitarist,1,Adam Sandler,Harry Styles,Freddie Mercury,Johnny Depp
television film,1,Die Wannseekonferenz,Friends: The Reunion,Harry Potter 20th Anniversary: Return to Hogwarts,television pilot,single player video game,0,Resident Evil,John D. Rockefeller,Solo Quest,Maria Pianova,Christmas film,1,Home Alone 3,Home Alone,Love Actually,Silver Linings Playbook,anime film,1,Earwig and the Witch,Belle,Nausicaä of the Valley of the Wind,The End of Evangelion,bass guitarist,1,Gene Simmons,Gleb Samoylov,Sergey Shnurov,Rodrigo González
English people,1,Daniel Day-Lewis,Tom Hardy,Harry Potter,William Blake,pianist,1,Benedict XVI,Alla Pugacheva,Freddie Mercury,Jon Bon Jovi,economist,1,Oleksandr Turchynov,Olena Kravets,Petro Poroshenko,Rinat Akhmetov,scientist,1,Spider-Man,Yury Luzhkov,Galileo Galilei,Max Born,Indians,0,Ivan Chordov,The Phoenix Project,The Godfather Part II,Rekhā
romance film,1,365 Days: This Day,West Side Story,The Grand Budapest Hotel,The French Dispatch,music video game,1,Frets on Fire,Michael Jackson: The Experience,Beat Saber,Patapon 3,pianist,1,John Lennon,Sergey Kuznetsov,Lenny Kravitz,Tom Kaulitz,animated film,1,Minions: The Rise of Gru,The Grinch,Hotel Transylvania: Transformania,Puss in Boots: The Last Wish,historical film,0,Alexey Microphone,Midway,Harry Potter and the Philosopher's Stone,Priyanka Reddy
actor,1,Till Lindemann,Zoë Kravitz,Ryan Reynolds,Volodymyr Zelenskyy,engineer,1,James Cameron,Larry Page,Herbert Hoover,Viktor Yanukovych,action film,0,Eternals,list of psychoactive plants,Hearts on Fire,Path to Change,economist,1,Eduardo Saverin,Lutz Graf Schwerin von Krosigk,Mikhail Gorbachev,Helmut Schmidt,drummer,1,Varg Vikernes,Ringo Starr,Ivan Makarevich,Roger Waters
single player video game,1,God of War Ragnarök,The Last of Us Part II,Uncharted: Drake's Fortune,Call of Duty: Black Ops Cold War,action film,1,Black Panther: Wakanda Forever,Top Gun,Bullet Train,No Time to Die,music video game,1,Frets on Fire,Space Channel 5,Michael Jackson: The Experience,rhythm game,museum of modern art,1,Moderna Museet,Palace of Caserta,Galleria Palatina,Gallerie dell'Accademia,biologist,0,Steel Hearts,Bacchus,Tales of Japan,Paul Ehrlich
scientist,1,Mikhail Vassilyevich Lomonosov,Lionel Logue,Spider-Man,Yury Luzhkov,music genre,1,Neue Deutsche Härte,Eurodance,traditional heavy metal,new wave,music video game,0,Return to Castle Wolfenstein,Shadows of Crime,Age of Conquests,Michael Jackson: The Experience,Italians,1,Raphael,Michelangelo,Australia,Francis of Assisi,political scientist,1,Woodrow Wilson,Helmut Kohl,Dinesh D'Souza,Condoleezza Rice
sport film,1,Dangal,Winning Time: The Rise of the Lakers Dynasty,Point Break,Foxcatcher,guitarist,1,Harry Styles,Adam Sandler,Chris Cornell,Tommy Lee,historical film,1,The King,The Northman,Blonde,Gladiator,biologist,1,Maria Vorontsova,Richard Dawkins,Vladimir Ivanovich Vernadsky,Gottfried Wilhelm Leibniz,pianist,0,Krautrock,Curse of the Tomb,Alla Pugacheva,Path to Change
programmer,1,Eugen Rochko,Bill Gates,Jack Dorsey,Satoshi Nakamoto,fashion designer,0,Alexander Portretov,Path of Ascension,Supernatural,Sienna Miller,spy film,1,Spectre,XXX: State of the Union,Casino Royale,xXx,engineer,1,Herbert Hoover,Bernard Arnault,Larry Page,Nikolai Patrushev,basketball player,1,Mahershala Ali,Nick Nolte,Jerry Buss,Jim Caviezel
painter,1,Grimes,George W. Bush,Freddie Mercury,Sarah Chatto,drama television series,1,How I Met Your Mother,Breaking Bad,Peaky Blinders,Stranger Things,fashion designer,1,Bill Kaulitz,Akshata Murty,Aldo Gucci,Sienna Miller,BBC 100 Women,1,Priyanka Chopra,Selma Blair,Sviatlana Tsikhanouskaya,Billie Eilish,historical film,0,Space Fusion,Secret Artifact,Floppa,The Passion of the Christ
drummer,0,Fundamentals of Political Analysis,Jamie Foxx,Age of Conquests,Valeria Kozlova,martial arts film,1,Daredevil,Jack Reacher,The Karate Kid,Kill Bill Volume 2,anime film,1,Evangelion: 3.0+1.0 Thrice Upon a Time,anime,The End of Evangelion,Earwig and the Witch,music video game,1,Dance Dance Revolution,To be on Top,Kingdom Hearts: Melody of Memory,Patapon 3,programmer,1,Elon Musk,Vitalik Buterin,Ilya Segalovich,Aleksandr Tsoi
historical film,1,Kingdom of Heaven,Das Boot,Midway,The Passion of the Christ,biologist,0,Nefertiti Bust,Lizard,Mount Everest,Los York,political scientist,1,Christopher Hitchens,Alexander Boroday,Hannah Arendt,Voltaire,English people,1,Australia,George Orwell,Isaac Newton,Harry Potter,drummer,1,Dave Grohl,Roger Taylor,Travis Barker,FKA twigs
mountain,1,stratovolcano,Mount Vesuvius,K2,Denali,comedy television series,1,The Transformers,Only Murders in the Building,Ms. Marvel,Jackass,Americans,1,Julianna Margulies,African Americans,Thomas Edison,Chinese Americans,action game,0,Virtuoso Chords,Maria Researcher,Hilary Duff,The Last of Us Part II,sportsperson,1,Alex Shibutani,athlete,Enzo Fernández,Evan Fournier
action game,1,survival game,Dota 2,God of War: Chains of Olympus,Doom 3,landscape painter,1,Thomas Gainsborough,Frederic Edwin Church,Joseph Wright of Derby,William Nicholson,President of the United States,0,Kingsman: The Golden Circle,Legends of the Past,Mask of Mystery,2020 United States presidential election,multiplayer video game,1,Uncharted 4: A Thief's End,Grand Theft Auto V,S.T.A.L.K.E.R.: Shadow of Chernobyl,Call of Duty: Modern Warfare II,sport film,1,Fighting with My Family,Jackass 3D,King Richard,The Queen's Gambit
athlete,0,Friedrich Bayer,Batman Returns,Polina Iodis,Anatoly Architect,crime film,1,Colin Farrell,Murder on the Orient Express,Knives Out,Inventing Anna,science fiction television program,1,Star Trek: Picard,The Book of Boba Fett,Star Trek: Strange New Worlds,Doctor Who,sportsperson,1,Caroline Garcia,Evan Fournier,Enzo Fernández,Gwendal Peizerat,sport film,1,Point Break,Days of Thunder,Foxcatcher,Ice 2
economist,1,Viktor Yanukovych,Leonid Kravchuk,Joseph P. Kennedy Sr.,Helmut Schmidt,pianist,1,Richard Wagner,Taylor Swift,Chris Cornell,Freddie Mercury,sports video game,1,Wii Sports,AEW Fight Forever,Wii Sports Resort,Tony Hawk's Pro Skater 4,comedy television series,0,The Simpsons,Halloween,Ivan Standup,Ivan Businessovsky,U.S. state,1,Montana,Washington,Alaska,Wisconsin
3D film,1,Fantastic Beasts: The Crimes of Grindelwald,Fantastic Beasts and Where to Find Them,Captain America: Civil War,Pirates of the Caribbean: On Stranger Tides,science fiction television program,1,Doctor Who,Twin Peaks,The Mandalorian,Star Trek: Picard,bass guitarist,1,Thomas Brodie-Sangster,Gene Simmons,George Harrison,Flea,horror film,1,Prometheus,Halloween Kills,Resident Evil: Apocalypse,Doctor Strange in the Multiverse of Madness,fashion designer,0,Eternal Love,Atlanta,Jennifer Lopez,Fundamentals of Political Analysis
sport film,1,Jerry Maguire,Dangal,Ice 2,King Richard,multiplayer video game,1,Uncharted 4: A Thief's End,God of War,Red Dead Redemption 2,Call of Duty 4: Modern Warfare,city in the United States,1,Anchorage,Palo Alto,Cincinnati,Houston,romance film,0,Hubertus Heil,Chronicles of Darkness,Ivan Champions,West Side Story,comedy television series,1,Friends,Big Little Lies,Peacemaker,Star Wars: The Clone Wars
horror film,1,Split,Resident Evil: Apocalypse,The Addams Family,Addams Family Values,actor,1,Volodymyr Zelenskyy,Zendaya,Ana de Armas,Ryan Reynolds,pianist,1,Sergey Kuznetsov,Flea,David Bowie,Brian May,landscape painter,0,Curse of the Abyss,Carl Gustav Carus,Great Stories,James Cameron,English people,1,Daniel Day-Lewis,Lucian Freud,Clint Eastwood,Anya Taylor-Joy
animated film,1,The Addams Family,The Bad Guys,Clancy Brown,Puss in Boots: The Last Wish,crime television series,0,Virtual World,Jack Dorsey,Magical Fantasy,Brigada,Americans,1,Dorothy Vaughan,Julianna Margulies,J. K. Simmons,Coen brothers,engineer,1,Nikolai Patrushev,Leonid Kuchma,Elon Musk,Mikhail Fridman,martial arts film,1,The Karate Kid,Jackie Chan,The Matrix Reloaded,Shang-Chi and the Legend of the Ten Rings
athlete,1,Brandon Curry,Katerina Tikhonova,Kevin Peter Hall,Dave Bautista,martial arts film,0,Arthur Laughs,Everything Everywhere All at Once,Kamala Harris,Dmitry Landscapes,single player video game,1,God of War,Elden Ring,Need for Speed: Hot Pursuit,Resident Evil,action game,1,Kingdom Hearts,Metal Gear Rising: Revengeance,Suicide Squad: Kill The Justice League,S.T.A.L.K.E.R. 2: Heart of Chornobyl,sculpture,1,Pietà,Hermannsdenkmal,The Gates of Hell,art of sculpture
horror literature,1,The Call of Cthulhu,Stephen King,Tabitha King,Bram Stoker,Internet meme,0,New Angeles,Kingdom of Games,Space Jam: A New Legacy,Doge,war film,1,The Battle at Lake Changjin II,Downfall,Das Boot,Apocalypse Now,museum of modern art,1,Moderna Museet,Villa del Balbianello,Museum of Modern Art,MAXXI – National Museum of the 21st Century Arts,single player video game,1,Call of Duty 4: Modern Warfare,Call of Duty,The Last of Us Part II,Poppy Playtime
Indians,1,Rekhā,First Nations,Punjabi,king asleep in mountain,stand up comedian,1,Stephen Merchant,Russell Brand,Maxim Galkin,Chelsea Peretti,African Americans,1,Jamie Foxx,Venus Williams,Serena Williams,Christopher Scarver,anime film,1,Nausicaä of the Valley of the Wind,Neon Genesis Evangelion: Death & Rebirth,The End of Evangelion,Evangelion: 3.0+1.0 Thrice Upon a Time,political scientist,0,God of War,Solo Quest,Woodrow Wilson,Animation World
cinematic fairy tale,1,Arabela,Lilac Ball,Three Nuts for Cinderella,Coraline,animal,1,Eumetazoa,number of the beast,Lama glama,Bilateria,spy film,0,application programming interface,Tomorrow Never Dies,Maria Stringistova,Kingdom of Games,actor,1,Vanessa Paradis,Till Lindemann,Volodymyr Zelenskyy,Amber Heard,sportsperson,1,Dmytro Maksymov,sport,Enzo Fernández,Roger Lodge
Americans,1,Igor Sikorsky,Coen brothers,Native Americans in the United States,Chinese Americans,rapper,1,H.P. Baxxter,The Notorious B.I.G.,Peter Fox,Eldzhey,political scientist,1,Condoleezza Rice,Henry Kissinger,Christopher Hitchens,Olha Shariy,basketball player,0,Big Little Lies,Shaquille O'Neal,Mark Johnson,Art Space,President of the United States,1,George H. W. Bush,United States of America,George W. Bush,Donald Trump
animal,1,number of the beast,invertebrate,Porifera,Bayeux Embroidery,tennis player,1,Rafael Nadal,Roger Federer,George VI,Boris Becker,women's rights activist,0,Virginia Woolf,Grand Duke Vladimir Alexandrovich of Russia,Mysterious Past,Texas,actor,1,Riley Keough,Cate Blanchett,Talulah Riley,Ana de Armas,museum of modern art,1,National Museum of Capodimonte,Villa del Balbianello,Miramare Castle,Pitti Palace
rapper,1,H.P. Baxxter,J-Hope,Eldzhey,Mark Wahlberg,romance film,1,West Side Story,Titanic,After Ever Happy,Gone with the Wind,athlete,1,Barry Bonds,Wladimir Klitschko,Jet Li,Katerina Tikhonova,3D film,1,Jurassic World,Minions: The Rise of Gru,Fantastic Beasts and Where to Find Them,Rogue One,pianist,0,Anna Gender,Tom Kaulitz,Sergey Kuznetsov,Sports Challenges
horror film,1,Don't Worry Darling,Split,Resident Evil: Retribution,Halloween Kills,programmer,0,Ilya Segalovich,Maxim Beatmaker,Brian May,Flower Inspiration,basketball player,1,Brittney Griner,Mahershala Ali,Tom Selleck,Shaquille O'Neal,music video game,1,Hatsune Miku: Project DIVA,To be on Top,PaRappa the Rapper,SingStar,sports video game,1,AEW Fight Forever,NBA 2K,Football Limited,Mario Strikers: Battle League
anime film,0,Sweet Holidays,Howl's Moving Castle,Mystery of Hopelessness,The Addams Family,Chinese people,1,Overseas Chinese,Myanmar,Australia,Han Chinese people,museum of modern art,1,Gallerie dell'Accademia,Galleria Palatina,Miramare Castle,Palace of Caserta,mountain,1,Panthera uncia,Mount Vesuvius,Mount Everest,Mont Blanc,U.S. state,1,Montana,New York,Pennsylvania,Texas
English people,1,Isaac Newton,George Orwell,Tom Hardy,Harry Potter,mystery film,0,Enola Holmes 2,Alexander Mathematician,Jurassic World,Mikhail Dunkerov,rapper,1,Eldzhey,Machine Gun Kelly,August Alsina,Shia LaBeouf,strategy video game,1,Empire of Sin,Total War: Three Kingdoms,Neighbours from Hell,Honkai: Star Rail,television film,1,Home Alone 4,Harry Potter 20th Anniversary: Return to Hogwarts,Hitler: The Rise of Evil,South Park: Post Covid
music video game,1,Guitar Hero,Dance Dance Revolution,Just Dance 2021,Sayonara Wild Hearts,drummer,1,Dave Grohl,Bela B,Taylor Hawkins,Ivan Makarevich,biologist,0,Tiger Force,Elena Philosopherova,Jacques Cousteau,Machine Gun Kelly,Germans,1,Joachim von Ribbentrop,Benedict XVI,German,Poland,pianist,1,John Lennon,Sergey Kuznetsov,Tom Kaulitz,Chris Cornell
landscape painter,1,Thomas Gainsborough,Fritz Mackensen,landscape art,Joseph Wright of Derby,fashion designer,1,Bill Kaulitz,Rooney Mara,Guccio Gucci,Jennifer Lopez,jazz musician,1,Viggo Mortensen,Woody Allen,Frank Sinatra,Bhumibol Adulyadej,music genre,0,oi!,Harry Potter and the Prisoner of Azkaban,Path to Victory,Priyanka Reddy,President of the United States,1,2020 United States presidential election,Donald Trump,Bill Clinton,John F. Kennedy
mountain,1,Mount Vesuvius,Mona Lisa,Nanga Parbat,Aconcagua,Internet meme,1,Floppa,Morbius,list of Internet phenomena,alt-right,political scientist,0,Professional Sports,racing video game,Alexey Scholarov,Sergei Khrushchev,architect,1,Kanye West,Vyacheslav Butusov,"Prince Richard, Duke of Gloucester",Grand Duke Vladimir Alexandrovich of Russia,music genre,1,hip hop music,schlager music,new wave,heavy metal
anime film,0,Fun Adventures,Neon Genesis Evangelion: Death & Rebirth,Mount & Blade II: Bannerlord,Path to Victory,music video game,1,Kingdom Hearts: Melody of Memory,rhythm game,PaRappa the Rapper,Just Dance 2020,scientist,1,Galileo Galilei,Valentina Tazekenova,Egon Spengler,Zack Snyder,martial arts film,1,"The Karate Kid, Part III",Kill Bill Volume 2,The Matrix Reloaded,Jet Li,women's rights activist,1,Sophia Perovskaya,Virginia Woolf,Bhimrao Ramji Ambedkar,Eva Perón
comedy television series,0,Eva Glamorous,Star Wars: The Clone Wars,Eurodance,Ivan Standup,war film,1,The Battle at Lake Changjin II,Union of Salvation,Downfall,Dunkirk,athlete,1,Katerina Tikhonova,Kevin Peter Hall,Ronda Rousey,Raymond van Barneveld,children's film,1,Spirited Away,Dr. Seuss' How the Grinch Stole Christmas,Minions,Pinocchio,multiplayer video game,1,Call of Duty 4: Modern Warfare,The Last of Us,Call of Duty: Modern Warfare II,Call of Duty: Modern Warfare 3
landscape painter,0,Eva Glamorous,Jacob van Ruisdael,Anish Kapoor,David Brown,action film,1,Eternals,Doctor Strange in the Multiverse of Madness,Bullet Train,The King's Man,Christmas film,1,Home Alone 3,The Santa Clauses,Shazam!,Dr. Seuss' How the Grinch Stole Christmas,President of the United States,1,Donald Trump,John F. Kennedy,2020 United States presidential election,Franklin Delano Roosevelt,political scientist,1,Henry Kissinger,Klara Geywitz,Alexander Boroday,Michael D. Higgins
scientist,1,Alexander von Humboldt,The Doctor,Yury Luzhkov,Max Born,architect,1,Olena Zelenska,Albert Speer,Andrey Makarevich,Leonardo da Vinci,African Americans,1,Tupac Shakur,Jada Pinkett Smith,Barack Obama,Morgan Freeman,anime film,1,Belle,The Boy and the Heron,Evangelion: 3.0+1.0 Thrice Upon a Time,Ghost in the Shell,U.S. state,0,Get Out,Andrew Brown,Ivan Champions,Georgia
television film,1,Home Alone: The Holiday Heist,Home Alone 4,South Park: Post Covid,For Your Love Only,philosopher,1,philosophy,Fyodor Dostoyevsky,Johann Wolfgang von Goethe,Bruce Lee,drummer,0,Lev Yashin,Mask of Mystery,Kingdom of Games,Paul McCartney,economist,1,Jens Stoltenberg,Yulia Tymoshenko,Eduardo Saverin,Alexander Hamilton,Christmas film,1,Home Alone 4,Eyes Wide Shut,Edward Scissorhands,Silver Linings Playbook
romance film,0,Serena Williams,Alexey Scholarov,West Side Story,World Stage,actor,1,Ralph Fiennes,Donald Trump,Ryan Reynolds,Vanessa Paradis,comedy television series,1,Kitchen,The Simpsons,Only Murders in the Building,Star Trek: Prodigy,historical film,1,Thirteen Lives,Gone with the Wind,Land of Legends,Amsterdam,basketball player,1,Jim Caviezel,Larry Bird,Kobe Bryant,Dirk Nowitzki
guitarist,0,Harry Styles,Journey to the Third Dimension,Island of Animal Kingdom,Rush,computer scientist,1,Jeff Bezos,Edward Snowden,Steve Wozniak,Larry Page,Italians,1,Sandro Botticelli,Luigi,Tarcisio Bertone,Francis of Assisi,action film,1,Black Panther: Wakanda Forever,Thor: Love and Thunder,Top Gun: Maverick,Doctor Strange in the Multiverse of Madness,Turks,1,Turkic peoples,Germany,Turks in Germany,Turkey
cinematic fairy tale,1,Tangled,Lilac Ball,Paddington,Die Geschichte vom kleinen Muck,mountain,1,Nanga Parbat,stratovolcano,Monte Carlo,Seven Summits,crime television series,1,The Boys,Tatort,NCIS,Dahmer – Monster: The Jeffrey Dahmer Story,television film,0,Indonesia,Maria Schultz,Friends: The Reunion,Kingdom of Games,adventure film,1,The Marvels,The King's Man,Guardians of the Galaxy Vol. 3,Avatar: The Way of Water
Russians,1,Rus' people,Russian,Andrei Sakharov,Semyon Budyonny,fashion designer,1,Milla Jovovich,Kourtney Kardashian,Ashley Biden,Sienna Miller,pianist,0,Los Chicagos,Cinderella,Kings of Crime,Paul McCartney,stand up comedian,1,Pete Davidson,Benjamin Walker,Chelsea Peretti,Brett Goldstein,rapper,1,Oxxxymiron,Peter Fox,Kanye West,J-Hope
actor,1,Zoë Kravitz,Winona Ryder,Cate Blanchett,Priscilla Presley,television film,0,The Danish Girl,Home Alone 4,Chronicles of Darkness,Magical Fantasy,single player video game,1,Grand Theft Auto V,Call of Duty: Modern Warfare,Elden Ring,The Secret of Monkey Island,scientist,1,Egon Spengler,The Doctor,scientific method,Zack Snyder,economist,1,Jens Stoltenberg,Olena Kravets,Rinat Akhmetov,Oleksandr Turchynov
